Item_Weight,Item_MRP,Item_Type,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Visibility_Class
12.5,151.8366,10,1,2,3,4
11.8,152.2366,10,1,0,1,4
17.85,152.3682,10,2,1,1,4
11.8,152.4366,10,1,1,1,4
17.85,152.5682,10,2,1,1,4
12.5,152.5682,10,2,0,0,1
11.8,152.6366,10,1,2,2,4
17.85,152.6682,10,1,0,1,4
12.5,152.7366,10,1,2,3,4
6.26,152.8366,10,1,1,1,4
17.85,152.8682,10,1,2,0,1
17.85,152.8682,10,1,1,1,4
9.3,153.1314,10,2,1,1,4
9.3,153.2314,10,2,0,1,4
9.3,153.3314,10,0,2,1,4
9.3,153.4314,10,2,1,1,4
12.5,153.5682,10,1,2,3,4
17.6,153.6314,10,2,1,1,4
17.85,153.6682,10,1,2,2,4
12.5,153.8314,10,1,2,3,4
5.86,154.1314,10,1,2,2,2
17.85,154.2682,10,2,0,1,4
17.6,154.4314,10,1,0,1,4
17.6,154.5314,10,2,1,1,4
12.5,154.5314,10,1,2,3,2
17.6,154.6314,10,0,2,1,4
5.86,154.9314,10,0,2,1,2
5.86,155.1314,10,1,0,1,2
17.6,155.4314,10,1,1,1,4
9.3,155.7314,10,1,2,2,4
12.5,155.7314,10,2,0,0,3
12.5,155.8314,10,2,0,0,4
5.86,155.9314,10,1,1,1,4
5.86,156.0314,10,2,0,1,2
17.6,156.0314,10,1,2,0,1
12.35,156.0946,10,2,1,1,2
9.3,156.1314,10,1,1,1,4
17.6,156.2314,10,2,0,1,4
12.5,156.2314,10,1,2,3,4
12.35,156.3946,10,2,1,1,2
12.5,156.3946,10,2,0,0,3
17.6,156.5314,10,1,2,2,4
5.86,156.6314,10,2,1,1,2
9.3,156.6314,10,1,0,1,4
9.3,156.7314,10,1,2,0,4
5.86,157.0314,10,2,1,1,2
12.35,157.2946,10,1,1,1,2
12.35,157.2946,10,1,0,1,2
12.35,157.9946,10,0,2,1,2
12.35,158.1946,10,1,2,2,2
12.5,158.7946,10,1,2,3,2
12.35,158.8946,10,2,0,1,4
17.2,158.9578,10,1,1,1,2
17.2,159.6578,10,2,1,1,2
12.5,159.7578,10,1,2,3,2
17.2,160.6578,10,0,2,1,2
17.2,160.6578,10,1,2,2,2
17.2,160.6578,10,2,1,1,2
17.2,162.1578,10,2,0,1,2
17.2,162.4578,10,1,0,1,2
16.35,163.8842,10,1,2,0,4
16.35,165.0842,10,0,2,1,4
16.35,165.0842,10,2,1,1,4
16.35,165.4842,10,1,2,2,4
19.35,165.7816,10,2,1,1,4
16.35,165.7842,10,1,1,1,4
16.35,165.7842,10,2,0,1,4
19.35,166.0816,10,1,2,0,1
12.5,166.0816,10,1,2,3,4
12.5,166.1842,10,1,2,3,4
16.35,166.3842,10,2,1,1,4
19.35,167.0816,10,1,1,1,4
16.35,167.7842,10,1,0,1,4
19.35,168.3816,10,2,0,1,4
19.35,168.8816,10,1,0,1,4
19.35,168.9816,10,2,1,1,4
19.35,169.0816,10,0,2,1,4
19.35,169.7816,10,1,2,2,4
19.35,172.0738,10,1,2,2,4
19.35,172.4738,10,0,2,1,4
19.35,172.5738,10,2,1,1,4
12.5,173.1738,10,1,2,3,4
19.35,173.8738,10,1,1,1,4
19.35,173.9738,10,2,1,1,4
6.69,175.037,10,2,0,1,4
6.69,175.037,10,1,0,1,4
6.69,175.137,10,2,1,1,4
12.5,175.1738,10,2,0,0,4
19.35,175.4738,10,2,0,1,4
19.35,175.4738,10,1,0,1,4
20.2,175.5028,10,1,2,2,1
20.2,175.6028,10,2,1,1,1
20.2,175.8028,10,2,1,1,1
6.69,176.637,10,0,2,1,4
6.69,176.837,10,1,2,2,4
20.2,176.9028,10,1,0,1,1
6.69,176.937,10,1,1,1,4
12.5,176.937,10,2,0,0,4
12.5,177.237,10,1,2,3,4
6.69,178.037,10,2,1,1,4
6.69,178.237,10,1,2,0,4
20.2,178.5028,10,0,2,1,1
20.2,178.6028,10,1,1,1,1
20.2,178.7028,10,2,0,1,1
12.5,178.7028,10,1,2,3,1
18.7,180.4292,10,1,2,0,2
12.5,180.6292,10,1,2,3,1
12.5,180.6292,10,1,2,3,1
20.35,180.7292,10,2,1,1,1
18.7,180.8292,10,1,0,1,1
12.15,181.695,10,1,2,2,4
18.7,181.7292,10,2,0,1,1
20.35,181.7292,10,1,1,1,1
21.25,181.7608,10,1,2,2,4
5.305,181.8608,10,1,0,1,4
5.305,181.9608,10,1,2,2,4
12.5,181.9608,10,2,0,0,0
5.305,182.0608,10,2,1,1,4
12.5,182.0608,10,1,2,3,4
18.7,182.1292,10,2,1,1,4
5.305,182.1608,10,1,1,1,4
12.5,182.1608,10,1,2,3,2
21.25,182.2608,10,0,2,1,4
12.15,182.295,10,1,2,0,1
18.7,182.3292,10,2,1,1,1
21.25,182.3608,10,2,0,1,4
20.35,182.4292,10,1,0,1,1
18.7,182.6292,10,0,2,1,1
5.305,182.7608,10,2,1,1,4
6.985,182.8608,10,2,1,1,2
6.985,182.8608,10,1,0,1,2
6.985,182.9608,10,1,1,1,4
21.25,183.1608,10,1,1,1,4
12.15,183.295,10,0,2,1,4
12.5,183.295,10,1,2,3,4
18.7,183.3292,10,1,1,1,1
5.305,183.5608,10,1,2,0,1
12.15,183.595,10,2,1,1,4
12.15,183.695,10,1,0,1,4
6.985,183.7608,10,0,2,1,2
12.5,183.795,10,2,0,0,1
20.35,183.8292,10,2,1,1,1
20.35,184.0292,10,1,2,2,1
12.5,184.0608,10,2,0,0,4
20.35,184.1292,10,2,0,1,1
18.7,184.2292,10,1,2,2,1
12.15,184.295,10,2,0,1,4
5.305,184.3608,10,0,2,1,4
20.35,184.4292,10,0,2,1,1
21.25,184.6608,10,2,1,1,4
12.15,184.695,10,1,1,1,4
6.985,184.7608,10,1,2,2,2
12.15,184.795,10,2,1,1,4
6.985,184.9608,10,2,0,1,2
6.985,185.2608,10,2,1,1,2
21.25,185.2608,10,1,2,0,4
5.305,185.3608,10,2,0,1,4
21.25,185.5608,10,2,1,1,4
12.5,185.5608,10,1,2,3,4
21.25,185.7608,10,1,0,1,4
12.5,185.7608,10,2,0,0,1
8.155,187.853,10,1,0,1,1
12.5,188.353,10,1,2,3,1
8.155,188.453,10,1,2,0,0
8.155,188.453,10,2,1,1,1
8.155,189.153,10,1,2,2,1
14.8,189.2846,10,2,1,1,1
14.8,189.3846,10,0,2,1,4
12.5,189.9846,10,1,2,3,1
14.8,190.0846,10,2,1,1,1
8.155,190.153,10,0,2,1,1
14.8,190.5846,10,1,0,1,1
8.155,190.653,10,2,0,1,1
8.155,190.853,10,2,1,1,1
14.8,190.8846,10,1,2,0,2
12.5,190.953,10,2,0,0,0
14.8,191.4846,10,1,2,2,1
8.155,191.653,10,1,1,1,1
14.8,192.2846,10,1,1,1,1
14.8,192.4846,10,2,0,1,1
9.5,194.1452,10,0,2,1,4
9.5,194.2452,10,1,2,0,4
12.5,194.711,10,2,0,0,4
9.5,194.7452,10,2,1,1,4
19.25,194.811,10,0,2,1,4
19.25,194.811,10,1,2,2,4
9.5,194.9452,10,1,2,2,4
10.195,195.111,10,1,1,1,4
12.5,195.1452,10,1,2,3,4
10.195,195.411,10,2,1,1,4
9.5,195.4452,10,2,1,1,4
12.5,195.511,10,1,2,3,4
10.195,195.611,10,1,2,2,4
19.25,195.611,10,2,1,1,4
9.5,195.9452,10,1,0,1,4
12.35,196.0426,10,1,2,2,4
19.25,196.211,10,1,0,1,4
11.3,196.2426,10,1,2,2,4
10.195,196.311,10,2,0,1,4
19.25,196.311,10,2,1,1,4
11.3,196.6426,10,0,2,1,4
11.3,196.7426,10,2,1,1,4
11.3,196.8426,10,1,0,1,4
12.5,196.8426,10,2,0,0,4
9.5,196.8452,10,2,0,1,4
12.35,196.9426,10,2,1,1,4
12.35,196.9426,10,2,0,1,4
9.5,196.9452,10,1,1,1,4
10.195,197.111,10,1,0,1,4
12.35,197.2426,10,1,1,1,4
12.5,197.2426,10,1,2,3,4
10.195,197.511,10,2,1,1,4
19.25,197.511,10,1,1,1,4
10.195,197.611,10,0,2,1,4
19.25,197.611,10,2,0,1,4
12.5,197.711,10,1,2,3,4
11.3,197.7426,10,1,1,1,4
11.3,198.1426,10,2,1,1,4
12.35,198.1426,10,1,0,1,4
19.25,198.211,10,1,2,0,4
12.5,198.3426,10,1,2,3,4
12.35,199.0426,10,0,2,1,4
12.35,199.0426,10,2,1,1,4
11.3,199.3426,10,2,0,1,4
12.5,199.3426,10,2,0,0,4
15.7,204.998,10,1,1,1,4
12.5,205.098,10,1,2,3,4
15.7,205.698,10,2,1,1,4
15.7,205.798,10,0,2,1,4
15.7,205.798,10,1,2,2,4
15.7,205.998,10,2,0,1,4
15.7,207.898,10,2,1,1,4
15.7,208.198,10,1,0,1,4
12.5,209.7586,10,1,2,3,4
14.3,210.0586,10,1,1,1,4
14.3,210.1586,10,1,2,0,1
14.3,210.3586,10,1,0,1,4
6.155,211.456,10,0,2,1,1
14.3,211.7586,10,2,1,1,4
6.155,212.056,10,2,1,1,1
14.3,212.4586,10,2,0,1,4
14.3,212.5586,10,0,2,1,4
14.3,212.9586,10,1,2,2,4
14.3,212.9586,10,2,1,1,4
6.155,213.356,10,1,0,1,1
12.5,213.356,10,1,2,3,1
6.155,213.456,10,1,2,2,1
6.155,213.756,10,1,2,0,2
6.155,213.856,10,2,1,1,1
6.155,213.956,10,1,1,1,1
6.155,214.556,10,2,0,1,1
12.5,219.0798,10,2,1,1,1
12.5,219.8798,10,1,1,1,1
12.5,220.0798,10,2,1,1,1
12.5,220.0798,10,2,0,1,1
12.5,220.2798,10,0,2,1,1
12.5,220.7798,10,1,2,2,1
12.5,220.8798,10,1,2,3,1
12.5,221.7798,10,1,0,1,1
12.8,223.2404,10,1,2,2,4
12.8,223.5404,10,2,1,1,4
12.8,223.5404,10,2,0,1,4
12.5,223.8404,10,1,2,3,4
12.8,224.8404,10,1,2,0,4
12.8,225.2404,10,2,1,1,4
12.8,225.9404,10,0,2,1,4
12.8,226.0404,10,1,1,1,4
12.8,226.8404,10,1,0,1,4
10.395,227.9352,10,1,2,2,4
10.395,228.0352,10,0,2,1,4
10.395,228.1352,10,2,0,1,4
12.5,228.1352,10,1,2,3,4
10.395,228.3352,10,2,1,1,4
10.395,228.8352,10,1,0,1,4
10.395,229.4352,10,1,1,1,4
10.395,230.5352,10,2,1,1,4
12.5,230.5352,10,2,0,0,4
11.395,232.8616,10,2,1,1,1
12.5,232.9616,10,1,2,3,1
11.395,233.1616,10,0,2,1,1
11.395,233.7616,10,1,0,1,1
11.395,233.9616,10,2,1,1,1
11.395,234.4616,10,1,1,1,1
11.395,234.6616,10,2,0,1,1
11.395,234.9616,10,1,2,2,1
15.0,235.4248,10,1,2,0,1
15.0,235.6248,10,1,0,1,4
12.5,235.8616,10,2,0,0,1
11.395,236.0616,10,1,2,0,1
12.5,236.2248,10,1,2,3,1
15.0,236.7248,10,1,2,2,1
15.0,237.0248,10,2,0,1,4
15.0,237.3248,10,1,1,1,1
15.0,238.0248,10,2,1,1,1
12.5,238.0248,10,2,0,0,2
15.0,238.7248,10,0,2,1,1
15.0,238.8248,10,2,1,1,1
15.1,242.2512,10,1,2,0,1
15.1,242.4512,10,1,0,1,4
15.1,242.7512,10,2,0,1,4
12.5,242.8512,10,1,2,3,4
15.1,242.9512,10,0,2,1,4
15.1,243.1512,10,2,1,1,4
15.1,244.2512,10,1,1,1,4
15.1,244.2512,10,2,1,1,4
9.8,248.5408,10,1,2,0,4
9.8,248.6408,10,2,1,1,4
12.5,248.6408,10,1,2,3,4
9.8,248.7408,10,1,0,1,4
9.8,249.4408,10,1,2,2,4
9.8,249.6408,10,2,0,1,4
9.8,249.9408,10,1,1,1,4
9.8,250.1408,10,2,1,1,4
9.8,250.9408,10,0,2,1,4
12.5,250.9408,10,2,0,0,4
15.2,254.933,10,1,2,2,1
12.5,255.433,10,1,2,3,1
15.2,255.533,10,1,0,1,1
15.2,256.033,10,1,2,0,4
12.5,256.333,10,2,0,0,2
15.2,257.133,10,2,1,1,1
15.2,257.433,10,2,0,1,1
15.2,257.733,10,2,1,1,1
15.2,258.233,10,0,2,1,4
15.2,258.233,10,1,1,1,1
17.85,259.7936,10,1,0,1,4
17.85,260.2936,10,2,1,1,4
17.85,260.5936,10,0,2,1,4
12.5,260.5936,10,1,2,3,4
17.85,260.7936,10,2,1,1,4
17.85,261.3936,10,2,0,1,4
17.85,261.4936,10,1,2,2,4
17.85,261.5936,10,1,1,1,4
20.0,34.819,11,1,1,1,1
20.0,35.019,11,1,2,2,1
20.0,35.119,11,2,0,1,4
20.0,35.519,11,2,1,1,1
12.5,36.419,11,2,0,0,2
20.0,36.819,11,0,2,1,1
20.0,36.819,11,1,0,1,1
12.5,37.519,11,1,2,3,1
20.0,37.819,11,2,1,1,1
13.85,37.948,11,1,1,1,4
20.0,38.319,11,1,2,0,2
13.85,38.648,11,1,2,2,4
13.85,39.148,11,0,2,1,4
12.5,39.548,11,1,2,3,4
13.85,40.248,11,2,1,1,4
13.85,40.548,11,2,1,1,4
12.5,40.548,11,2,0,0,4
13.85,41.048,11,2,0,1,4
13.85,41.948,11,1,0,1,4
10.895,49.4666,11,2,1,1,4
10.895,50.2666,11,1,2,0,4
10.895,50.2666,11,1,2,2,4
10.895,50.6666,11,2,0,1,4
10.895,50.6666,11,1,0,1,4
10.895,50.7666,11,2,1,1,4
12.5,50.9666,11,1,2,3,4
10.895,51.6666,11,1,1,1,4
12.5,51.9666,11,2,0,0,4
10.895,52.2666,11,0,2,1,4
14.65,53.8614,11,0,2,1,4
14.65,53.8614,11,2,1,1,4
14.65,54.4614,11,1,0,1,4
12.5,55.2588,11,1,2,3,1
18.6,55.3588,11,1,1,1,1
18.6,55.6588,11,1,2,0,2
14.65,55.6614,11,2,1,1,4
18.6,56.1588,11,1,0,1,1
18.6,56.2588,11,2,0,1,1
18.6,56.3588,11,0,2,1,1
14.65,56.4614,11,1,2,0,4
14.65,56.5614,11,2,0,1,4
12.5,56.7588,11,2,0,0,4
12.5,56.8614,11,1,2,3,4
12.5,56.9614,11,2,0,0,4
14.65,57.0614,11,1,1,1,4
14.65,57.0614,11,1,2,2,4
18.6,58.3588,11,2,1,1,1
18.6,58.3588,11,2,1,1,1
18.6,58.7588,11,1,2,2,1
11.15,65.0142,11,1,0,1,4
11.15,65.2142,11,0,2,1,1
11.15,65.9142,11,2,1,1,1
11.15,66.0142,11,1,1,1,1
11.15,66.2142,11,1,2,2,1
11.15,66.8142,11,2,1,1,1
11.15,67.2142,11,2,0,1,1
12.5,67.5142,11,1,2,3,1
12.5,67.8142,11,2,0,0,1
12.5,78.6618,11,2,0,0,4
17.35,78.7618,11,2,1,1,4
17.35,78.7618,11,2,0,1,4
17.35,79.2618,11,1,2,2,4
17.35,79.4618,11,2,1,1,4
17.35,80.5618,11,0,2,1,4
17.35,80.6618,11,1,1,1,4
17.35,81.0618,11,1,0,1,4
12.5,81.7618,11,1,2,3,4
9.395,82.4908,11,2,1,1,4
9.395,83.2908,11,0,2,1,4
12.5,83.9908,11,2,0,0,1
12.5,83.9908,11,1,2,3,4
9.395,84.0908,11,2,0,1,4
9.395,84.9908,11,2,1,1,4
9.395,85.1908,11,1,2,2,4
9.395,85.5908,11,1,0,1,4
9.395,85.6908,11,1,1,1,4
12.5,99.3016,11,1,2,3,4
5.5,100.0016,11,1,1,1,4
5.5,100.1016,11,0,2,1,4
5.5,100.1016,11,2,1,1,4
5.5,100.5016,11,1,2,2,4
5.5,100.9016,11,1,0,1,4
5.5,101.3016,11,2,0,1,4
5.5,101.5016,11,1,2,0,1
5.5,103.1016,11,2,1,1,4
16.35,104.528,11,1,1,1,4
16.35,104.828,11,1,2,2,4
12.5,105.028,11,1,2,3,4
16.35,105.228,11,2,0,1,4
12.8,105.2938,11,0,2,1,1
16.35,105.528,11,0,2,1,4
12.8,105.5938,11,2,1,1,1
16.35,105.628,11,1,0,1,4
12.5,105.6938,11,2,0,0,2
16.35,106.028,11,2,1,1,4
16.35,106.128,11,2,1,1,4
12.8,106.6938,11,2,1,1,1
12.5,106.6938,11,1,2,3,1
12.8,107.1938,11,1,1,1,1
17.75,107.5912,11,2,0,1,1
17.75,107.7912,11,0,2,1,1
17.75,108.0912,11,1,0,1,1
17.75,108.1912,11,1,2,0,2
12.8,108.1938,11,1,2,0,2
12.5,108.228,11,2,0,0,4
12.5,108.5912,11,1,2,3,1
17.75,108.6912,11,1,2,2,4
17.75,108.8912,11,1,1,1,1
12.8,108.9938,11,1,2,2,1
12.8,108.9938,11,2,0,1,1
12.8,109.1938,11,1,0,1,1
17.75,109.8912,11,2,1,1,4
17.75,110.2912,11,2,1,1,1
12.5,110.2912,11,2,0,0,2
12.65,110.7202,11,2,1,1,4
12.65,111.4202,11,1,1,1,4
12.65,111.8202,11,1,2,0,4
12.65,112.0202,11,1,2,2,4
12.5,112.0202,11,1,2,3,4
12.65,112.5202,11,2,0,1,4
12.65,113.3202,11,1,0,1,4
12.65,113.8202,11,2,1,1,4
12.65,114.1202,11,0,2,1,4
12.15,121.373,11,1,1,1,4
12.5,121.373,11,2,0,0,4
12.15,121.973,11,2,1,1,4
12.15,122.173,11,0,2,1,4
12.15,122.573,11,1,2,2,4
12.15,122.973,11,1,2,0,4
12.15,123.673,11,2,1,1,4
12.15,123.773,11,2,0,1,4
12.15,124.473,11,1,0,1,4
12.5,125.173,11,1,2,3,4
18.5,129.9284,11,2,0,1,4
18.5,129.9284,11,1,0,1,4
18.5,130.0284,11,1,1,1,4
12.5,130.4284,11,1,2,3,4
18.5,130.9284,11,0,2,1,4
18.5,130.9284,11,1,2,2,4
18.5,132.1284,11,1,2,0,4
18.5,132.5284,11,2,1,1,4
12.5,133.0284,11,2,0,0,4
18.5,133.2284,11,2,1,1,4
12.5,140.1154,11,1,2,3,1
6.095,140.3154,11,1,2,2,1
15.35,141.147,11,1,1,1,4
15.35,141.147,11,1,0,1,4
6.095,141.2154,11,1,0,1,1
6.095,141.4154,11,2,0,1,1
7.39,141.447,11,0,2,1,1
7.39,141.547,11,2,1,1,1
6.095,141.9154,11,1,2,0,2
6.095,141.9154,11,2,1,1,1
12.5,141.947,11,1,2,3,4
7.39,142.247,11,2,1,1,1
12.5,142.347,11,2,0,0,4
6.095,142.5154,11,2,1,1,4
7.39,142.747,11,2,0,1,1
15.35,142.747,11,1,2,0,4
12.5,143.047,11,1,2,3,1
6.095,143.3154,11,1,1,1,1
7.39,143.447,11,1,2,2,1
15.35,143.447,11,2,1,1,4
6.095,143.8154,11,0,2,1,1
7.39,143.847,11,1,1,1,1
15.35,143.947,11,0,2,1,4
15.35,144.047,11,2,0,1,4
12.5,144.747,11,2,0,0,0
15.35,144.847,11,1,2,2,4
15.35,145.047,11,2,1,1,4
7.39,145.147,11,1,0,1,1
20.5,152.734,11,2,1,1,4
20.5,152.934,11,2,0,1,4
20.5,153.334,11,1,2,2,4
20.5,153.434,11,2,1,1,4
12.5,153.934,11,2,0,0,4
20.5,154.034,11,1,0,1,4
20.5,154.134,11,1,1,1,4
12.5,154.534,11,1,2,3,4
20.5,154.634,11,0,2,1,4
14.5,161.621,11,0,2,1,4
14.5,162.421,11,1,2,2,4
12.5,162.621,11,2,0,0,4
12.5,163.3526,11,1,2,3,4
14.5,163.621,11,1,2,0,4
14.5,163.621,11,2,0,1,4
14.5,163.921,11,1,0,1,4
10.65,163.9526,11,2,1,1,4
10.65,164.1526,11,2,0,1,4
12.5,164.321,11,1,2,3,4
14.5,164.621,11,1,1,1,4
14.5,164.821,11,2,1,1,4
14.5,165.121,11,2,1,1,4
10.65,165.2526,11,1,0,1,4
10.65,165.8526,11,1,1,1,4
10.65,166.1526,11,0,2,1,4
10.65,166.1526,11,1,2,2,4
10.65,166.1526,11,2,1,1,4
17.75,177.866,11,2,1,1,4
17.75,178.066,11,1,1,1,4
17.75,178.566,11,1,2,2,4
17.75,179.166,11,1,0,1,4
17.75,180.366,11,2,0,1,4
17.75,180.566,11,2,1,1,4
12.5,181.166,11,1,2,3,4
17.75,181.666,11,0,2,1,4
12.5,181.766,11,2,0,0,4
19.1,182.5608,11,2,1,1,1
19.1,182.7608,11,2,0,1,1
19.1,183.7608,11,1,0,1,1
15.6,184.0924,11,1,2,2,4
19.1,184.2608,11,1,2,2,1
12.5,184.2608,11,2,0,0,2
15.6,184.2924,11,2,1,1,4
19.1,184.4608,11,0,2,1,4
12.5,184.6608,11,1,2,3,1
15.6,184.7924,11,1,2,0,1
19.1,185.1608,11,1,2,0,2
19.1,185.2608,11,1,1,1,1
15.6,185.2924,11,0,2,1,4
15.6,185.5924,11,1,0,1,4
19.1,185.6608,11,2,1,1,1
15.6,185.7924,11,2,1,1,4
15.6,185.8924,11,2,0,1,4
15.6,186.5924,11,1,1,1,4
12.5,186.6924,11,1,2,3,4
12.5,188.253,11,1,2,3,4
13.1,188.853,11,2,1,1,4
13.1,188.853,11,1,0,1,4
13.1,189.253,11,2,0,1,4
12.5,189.553,11,2,0,0,4
13.1,189.853,11,0,2,1,4
13.1,190.253,11,1,1,1,4
13.1,190.753,11,2,1,1,4
13.1,191.353,11,1,2,2,4
9.8,192.1478,11,0,2,1,1
9.8,192.2478,11,1,2,2,1
12.5,192.5478,11,1,2,3,1
9.8,193.1478,11,1,1,1,1
9.8,193.6478,11,2,0,1,1
9.8,194.3478,11,1,2,0,2
9.8,194.3478,11,2,1,1,1
9.8,194.5478,11,2,1,1,1
9.8,195.0478,11,1,0,1,1
9.06,211.156,11,1,1,1,4
9.06,211.456,11,0,2,1,4
9.06,211.856,11,1,2,2,4
12.5,211.956,11,2,0,0,4
9.06,212.156,11,2,1,1,4
9.06,212.856,11,2,1,1,4
9.06,213.256,11,1,0,1,4
12.5,213.656,11,1,2,3,4
9.06,213.756,11,2,0,1,4
14.6,238.3538,11,2,1,1,4
14.6,238.8538,11,1,0,1,4
19.2,239.2196,11,0,2,1,2
14.6,239.2538,11,1,1,1,4
19.2,239.3196,11,2,1,1,2
12.5,239.3538,11,1,2,3,4
14.6,239.4538,11,0,2,1,4
19.2,239.6196,11,1,2,0,3
19.2,239.9196,11,1,2,2,2
19.2,239.9196,11,2,1,1,2
12.5,240.6196,11,1,2,3,2
14.6,241.2538,11,1,2,2,4
14.6,241.4538,11,2,0,1,4
14.6,241.7538,11,1,2,0,1
19.2,241.8196,11,1,1,1,2
14.6,242.3538,11,2,1,1,4
19.2,243.0196,11,2,0,1,2
19.2,243.0196,11,1,0,1,2
12.15,251.204,11,1,2,2,4
12.15,253.404,11,2,1,1,4
12.5,253.504,11,1,2,3,4
12.15,253.604,11,0,2,1,4
12.15,253.704,11,1,1,1,4
12.15,254.004,11,2,1,1,4
12.15,254.004,11,1,0,1,4
12.5,254.604,11,2,0,0,1
12.15,254.904,11,2,0,1,4
12.5,33.7216,12,1,2,3,1
17.75,33.9216,12,2,1,1,1
17.75,34.2216,12,0,2,1,1
12.5,34.2216,12,2,0,0,1
17.75,34.8216,12,1,1,1,1
17.75,34.8216,12,1,0,1,1
17.75,35.1216,12,1,2,2,1
17.75,35.1216,12,2,1,1,1
17.75,35.9216,12,2,0,1,1
12.6,50.7982,12,0,2,1,4
12.6,50.7982,12,2,1,1,4
12.6,51.3982,12,1,1,1,4
12.6,51.3982,12,1,2,2,4
12.6,51.8982,12,1,0,1,4
12.6,52.1982,12,2,0,1,4
12.5,52.4982,12,1,2,3,4
12.6,53.2982,12,2,1,1,4
7.97,105.9596,12,2,1,1,4
7.97,106.4596,12,1,0,1,4
7.97,107.5596,12,1,2,0,4
7.97,107.6596,12,1,2,2,4
7.97,108.2596,12,0,2,1,4
7.97,108.4596,12,2,1,1,4
12.5,109.4596,12,1,2,3,4
7.97,109.5596,12,1,1,1,4
7.97,109.6596,12,2,0,1,4
11.65,111.586,12,2,1,1,4
12.5,111.586,12,2,0,0,4
11.65,111.686,12,0,2,1,4
11.65,112.186,12,2,1,1,4
11.65,112.286,12,1,1,1,4
11.65,113.386,12,2,0,1,4
11.65,113.886,12,1,0,1,4
11.65,114.786,12,1,2,2,4
12.5,114.786,12,1,2,3,4
17.35,147.905,12,1,0,1,2
12.5,148.705,12,1,2,3,2
17.35,149.605,12,1,2,2,2
17.35,149.905,12,0,2,1,2
17.35,150.205,12,2,1,1,4
17.35,150.405,12,2,0,1,2
12.5,151.005,12,2,0,0,0
17.35,151.505,12,2,1,1,2
10.395,156.9604,12,2,1,1,4
10.395,156.9604,12,2,0,1,4
12.5,157.5604,12,1,2,3,4
10.395,158.4604,12,1,2,0,4
10.395,158.6604,12,1,2,2,4
12.5,158.6604,12,2,0,0,4
10.395,159.4604,12,0,2,1,4
10.395,159.5604,12,2,1,1,4
10.395,160.0604,12,1,0,1,4
10.395,160.3604,12,1,1,1,4
5.365,169.7764,12,1,0,1,2
12.5,170.4764,12,1,2,3,2
5.365,171.0764,12,2,0,1,2
5.365,172.0764,12,0,2,1,2
12.5,172.2764,12,2,0,0,0
5.365,172.7764,12,2,1,1,2
5.365,173.4764,12,1,2,0,0
5.365,173.5764,12,1,2,2,2
5.365,173.6764,12,1,1,1,2
5.365,173.7764,12,2,1,1,2
12.5,184.3582,12,2,0,0,4
7.42,184.6582,12,2,0,1,4
7.42,184.8582,12,2,1,1,4
7.42,185.0582,12,2,1,1,4
7.42,185.3582,12,1,1,1,4
7.42,185.3582,12,1,0,1,4
7.42,186.0582,12,0,2,1,4
7.42,186.5582,12,1,2,0,4
12.5,187.6582,12,1,2,3,4
7.42,187.7582,12,1,2,2,4
19.85,195.0768,12,1,0,1,4
12.5,195.7768,12,1,2,3,4
19.85,196.0768,12,1,2,2,4
19.85,196.3768,12,2,1,1,4
19.85,196.8768,12,0,2,1,4
19.85,197.2768,12,2,0,1,4
19.85,198.7768,12,1,1,1,4
19.85,198.7768,12,2,1,1,4
20.75,238.188,12,2,0,1,1
20.75,238.988,12,1,1,1,1
20.75,239.488,12,2,1,1,1
20.75,239.988,12,2,1,1,4
20.75,240.088,12,0,2,1,1
20.75,240.188,12,1,2,2,1
20.75,240.288,12,1,0,1,1
12.5,240.488,12,1,2,3,1
11.8,32.3558,13,0,2,1,1
11.8,32.7558,13,1,2,2,1
16.1,32.8558,13,1,2,3,1
11.8,33.0558,13,1,2,0,1
11.8,33.1558,13,2,1,1,1
6.385,33.2874,13,2,1,1,1
6.385,34.3874,13,1,1,1,1
11.8,34.7558,13,2,1,1,1
17.6,34.919,13,1,2,2,4
11.8,34.9558,13,1,0,1,1
17.6,35.019,13,2,0,1,4
12.5,35.0558,13,2,0,0,2
17.6,35.219,13,1,0,1,4
6.385,35.5874,13,1,2,2,1
10.1,35.6848,13,0,2,1,4
11.8,35.7558,13,1,1,1,1
10.1,35.7848,13,2,1,1,4
11.8,35.8558,13,2,0,1,1
6.385,36.3874,13,1,0,1,4
6.385,36.4874,13,0,2,1,1
12.5,36.7874,13,2,0,0,0
6.385,36.8874,13,2,1,1,1
12.5,36.9874,13,1,2,3,1
6.385,37.1874,13,2,0,1,1
17.6,37.219,13,1,1,1,4
16.75,37.4822,13,1,1,1,4
16.75,37.6822,13,2,1,1,4
12.5,37.719,13,2,0,0,1
16.75,37.7822,13,2,0,1,4
17.6,37.819,13,0,2,1,4
12.5,37.919,13,1,2,3,4
17.6,38.119,13,2,1,1,4
17.6,38.119,13,2,1,1,4
12.5,38.1848,13,1,2,3,4
10.1,38.2848,13,1,1,1,4
10.1,38.2848,13,2,1,1,4
10.1,38.3848,13,2,0,1,4
10.1,38.4848,13,1,0,1,4
10.1,38.5848,13,1,2,2,4
12.5,38.748,13,2,0,0,4
16.75,38.9822,13,1,0,1,4
16.75,39.1822,13,2,1,1,4
15.85,39.348,13,2,1,1,4
